Ethereum Address,Token Balance
0xbf99644397D9d124eAf62fc4eA29002A86B2df79,468667378351608000000
0x9334764B0992F8aA915aBc02798A012C829C4e2C,458263355307165000000
0xB68bb391ae3131CBf3bf7F30761dE8CBF1445610,443406339433365000000
0xBaE655D3bbC6de4D4E1547c3DAad875B02173918,440976098295727000000
0x3d9800c3a92Ce847E5f3422d83069bFDaD245f17,432963939898863000000
0x6Fb639d7e44F68f117F9009f509E24aAFEaD18F7,427443522397937000000
0xae821295a0C0c54edE7bfa16D61c68D9d0B7663a,420379771406699000000
0x881f5B13B036E087D47eBFa86cD5fFae8131Ae98,417234203297613000000
0xa92bB0c1cc22C2a314612D94Df8b3e76481988DC,410474555399828000000
0xE4E2f7a3A177363A5dB4D45581bC95f27a46995c,410462177410805000000
0x89715EDb6C6F98f540C21915085AC0d2585E8FBE,405112885087586000000
0x76A973d1D7C15F07Ef3E4729a2D370b15614444e,400000000000000000000
0x5F1119f4BA713451FcEA6d816A65b523e935F6B1,396963026347860000000
0x227aE1D320b68ef0228F67178c9EC6a6b263bf57,396485338372582000000
0xa62F3288179c9E37D035586573AD03dA96c5E587,382676610498094000000
0xf252e2C0BD2Cb4F32a7082a9973E06Be9F7192F7,374197060287510000000
0xA8675F3d58Cd8B1A9C0ef60Ba568f0E20Cd8aB7f,370000000000000000000
0x883cA3160d3EA28d030010f39246755F52C00FBc,365519418649345000000
0x79d9c444A96Ef96372eB4721687D90e6c828ADd8,365442676717522000000
0x3ABc5D6CCd6D7188b5Eb88AFBB3DF5ED1FBC76c9,362228657240444000000
0x502BFaa4fb98b016BcE2524C7ca402CC9054729A,359475545833865000000
0x359B0f78eA80dd10eaCfdbA324fc0C79232889cf,356273963415942000000
0xc78Ed34d566E4C015C84A172a3A311BAE076f779,354369327955291000000
0x7d47bDbA3894b2A1292be21A01AA9f576560C7CA,354357895824529000000
0x839aEE59C22a7106C3FAF38f0905A2d53c0Ce96C,353568832247929000000
0x9E7Bf73386A0e533B454aEE5eecF7AB8462230b5,350135963699818000000
0x8E69D97102E0C55cC60eA22F425dBAf16de881b1,345730373825503000000
0xda5f904C2B96828e1e14Fec88a70C37feb36820a,342829402126820000000
0x9E64C10b759Bf43296066D746375c4AAAcaD895c,338521836301154000000
0x20a5e62b7A18F48C67C9a38ad8d50d74E3453703,330000000000000000000
0xfCafd5B7744B51069effaf6f7a3e828eb0635513,328227715746398000000
0x089AC26fC10c05aa02Ceb00F2D773c7cdF4D1853,325595403229800000000
0xf166E41365c5410016279E727c4f2AA2a34fE39d,325000000000000000000
0xb34E70c917A35165f2c1A21049a04121681af307,321460372398425000000
0x22F3936Cb87D7078b98bA297Ef012bd4AF4Cecea,319517717063318000000
0xFD955178Fa30a7ED6D4AedA31677Dd451D4Ce9dA,319310957879893000000
0x04750F7dBE50dbf38Ec3936A5b7E7E20eF987a5A,311050170441210000000
0xBa519E859968dd07E8dFd82bF58dB21403008A43,304257646456622000000
0x3B3Ac4f4f2252D84AB80c9396016DF36f9eFd356,303384000000000000000
0xb1AA8D654CdDc03b80387caFfb60150DE9703D4d,302000000000000000000
0x07aC32420D24aeb3a63fD365752Ed59711fD80c2,300000000000000000000
0xecFcfc67A4aF39047A840F7b2D19333fc40439c3,299180071938308000000
0xCB04fE798f05f117cee4a65673D74255a5234c89,299098411915940000000
0x748f90afd83355163e3AEe8F8c247B867B16d781,297157077597027000000
0x53D27b3905105927dA09f22083FB3726A0007cBD,291407629137270000000
0x2c38aDFd7a3726769F6754e511c6aC561f1aF1C6,290441684656818000000
0x9B292FC12655A42e7a4AEdfcc66ec6317C015613,286596161394162000000
0xfbf712df1d81578117E0fc83Bc75785831dEf6f5,285190286271046000000
0xe335dbE335d8a1CC2865A41EeFf18941604f2C63,281206878701994000000
0xfFe426B99a84BB95D523e0f7a27657387499a1a0,278624237298607000000
0x781B6eEDD1629c5374aDaD8803Bb920dF156666a,278084164149329000000
0x2e6e21188cda157bBAf6F86B63a18bE204A346Ad,276853926439607000000
0x7E1f4E18FD24358c0a59f4D0772538b206c80901,275379392725002000000
0xaCd6D5FDC95218a13CbbE92044259B4D32B2be7D,275020927617871000000
0xCFEa697075d4328C0561d93d8e2c88e0DA86a894,274892500431907000000
0x55D250f883e3F0056910c6A69D9C53aF0CD28A6f,272873198568088000000
0x76037F3A371F5d8c4Ea9D8a779bF6833715E6230,271901217550989000000
0xE49E109708456D55379F57A3EaD831c8A0933b1D,271513280522758000000
0x8B87200082b4D43e5CEF8ADe46c01B389Cf55eaD,270955399882102000000
0xEb260699B5a8641e00cAD8647ce7F1c6d56991CA,270000000000000000000
0x2e919E3eceDbc771Aebbc18DDE0a4807b3f9bd35,267942379771056000000
0x75C5899a96e27611c7E41E334A9676dFa9909d37,264035157980597000000
0x5c3dD5AE64Abf357c59AF5a947Be19f61D3d3856,262996796432546000000
0xe6555afa86651ad42196f5d4F103A0b82b1d2EB1,262004189938303000000
0x172bD3DEdBbf950f845a624d0ad2649973B50355,261926362347816000000
0x2f1B1A73ca494A2646ecE8491460031bE216049E,258631413606572000000
0x013A223D1Fb2dd0c512A7Ad8E58c8667b2476583,257390522961680000000
0x2C909a0d6364a484f3cc07eb85ffCe218B0f6720,256414227180728000000
0x0057899036cccAa481d756932e44E71610d6B355,256238504149671000000
0xB8D403bC4a7eB78F0F55428936C59bcbe3CefEb6,254143943844407000000
0xA930fc980315d157E1f08EAe273dF3dF0A19FC45,254122282198992000000
0xaB4Eae5c9c1ab20144d45D4415A2E88120C5CFa0,253839366292930000000
0xE40C191325460c441aC3A3a96b41D3ca7063BD0F,250000000000000000000
0xCDb671764efB1e2afa5b8feF6aC8daB9F4d4DEBF,250000000000000000000
0x87b6c1E90087d6A0FC392e5250A6203Eb09e1B54,249911369733934000000
0xa181B963e1fcdd624a37a59F5b14948a26C72f11,248386006435077000000
0x8E648B59cCB2F5BA9af41f95b1d59c59577Fc3F4,247054574828163000000
0xA0e0929E3D02Ee544de534fE857481FE27fE9Cd7,246000486114290000000
0xCcb21e7e1A204dED6b4843986E0Ad98e5a24D636,245996300739007000000
0xB7E6Def7eA37d38Ef49B05b55ADa3e9A9921B2a0,239975053940328000000
0xB0AcF08a36dE52e8f3c4F975971973F20781Dba3,237322066916234000000
0x927aE593Bdc203157892FEb2c94E1d48173773EE,235095614466909000000
0x10f24FBC2a4ADDF445adf143Beb5E4236319f50B,231575972893486000000
0xaA603CBC21B63794d39b45f84060D2836B0e2003,229603248601572000000
0x5Fa1e57b48E1Aed5DA9902f88934b6e2076855D4,228405805289974000000
0x547c060b9F4a2835d490755e161D2A81aC1fE22F,228275021499515000000
0xBbFb37914CADeb88848049bFe40fa8D668b0f2Aa,225555492219509000000
0x79Dddd54A9AE45d7C52aaDa3a126Bd82aC15bbd7,220097584528672000000
0xC2B169944bC972f3d0Ea37C6A54B8088c1A33209,220000000000000000000
0x5068893A404E022A4CBcfa26D17E37EfDC4B8C56,220000000000000000000
0x29501D9B1b67C716b24afc942456f7F5980a7848,220000000000000000000
0x8243A0cEdD065228d3FeBfF9733C9921832f398b,220000000000000000000
0xfF73AE46c24611BB55EEf8E28535eeb9c86d4773,220000000000000000000
0x379D34a86EAebd7b3B1463b48f15994dfE2fA2C3,220000000000000000000
0xaf7Ba28F6269c052bA33aA2da51FcEf5d7C2C95d,220000000000000000000
0xcc221469384e2e73804ecf0e2E2b638a2fc82889,220000000000000000000
0x862D1722F71F4B1000C2BF06c58aF00A33211a7E,220000000000000000000
0xc504c02cf3201199bd7961d6569b6cD6Deb672BB,220000000000000000000
0xD1678097823873CD410Cf9d0E7377ab604fE2500,220000000000000000000
0x5a1dDF135d56FFAd93D6162d0c3d10c49966D38A,220000000000000000000
0x5997Ca74ec10109ea2c5a519671B5f1420b17fe8,220000000000000000000
0x92F9caf34b297d62b1F79C00A38881D7696d4Be6,220000000000000000000
0x9aa5B9922f7b1912B3798373cf48F51a54E4c14d,220000000000000000000
0x60EDf3110Ef8072e4eb9dAC5F4Be3c26f8086AA3,220000000000000000000
0xCCae8E8fD095778B80c5a7398C67e8E40f4A1569,220000000000000000000
0xc7172BAE3D8cEd7e5435A6bb324360C0e257D7F0,220000000000000000000
0xBEcfc6C5cFDFB8bc908E86aC080e8E0963b385A6,220000000000000000000
0xeF4981E9CED215D267Ae900c5802C6966eFd312a,220000000000000000000
0xDBDc6ECefe5f851eA1cC2DBa6ED06C0cC2CE21f2,220000000000000000000
0x923344449FC3B1dE303D2E162424e8F108C513e7,220000000000000000000
0xf8ED40FF5BF7cc838173Fe0D280b502d3Db5a4BB,220000000000000000000
0x94e030E9eB12329e94bb338a4cCbc26541Fde752,220000000000000000000
0x2A6444C1643E629f68Ed29Ede325F91dBa63D7Ea,220000000000000000000
0x7248acba834808cbc783882e6ad650711F120705,219794375158468000000
0xcc805dDb52EA391D7C51C3C70F17B965eB79bb48,218601883424043000000
0xcbEb03Eeb568875d83E070ed0E7CDFBa2121Ab73,218296840521151000000
0xE557dd2a794776c0C02D91ecD370fC7ee9EA5F13,218139730229470000000
0x4D00AF255c2886dA69287c6FADf059AC874E1933,216199430379305000000
0xF99af0d04E506756E69befbc9Ac458EBE8bC021F,215647008023394000000
0x74C6543b44Fe829c2EAAb79b72d9116A399e72eF,213933773608313000000
0x78A31a57d735d0e6366c2D2Cf47920C350056b79,211764613155362000000
0xff388EC5b692Be5398503eF9941bDf0d1E2DA7B4,209808372382121000000
0xf9648D38aC2F2b3ab0e150ac3786C0A6A0eca0Ac,207841952733878000000
0x2cBFA88BE9B0091f397291F8EffAE73Fba81542C,207711785920875000000
0xd4045E1513578CAc44688933b41aF04e493eBc51,207508309975681000000
0xa1997A80BED0a2A8D5a1EA60E1a9321e6C73DDEE,205633404565427000000
0x3c00039a796AedA31e2A13f088496b39075c7EAF,205221337609170000000
0x7CD3C63F862BbfEdBBE8759342F1e27f3F4efb00,205000000000000000000
0x0E6A0Bda2a79DDa1113aa24B7c5cE31FBDc0FA59,201919990003878000000
0x9b2D2302c3BF8F95c1F94eaf79157b1Cc785d94a,201036132058249000000
0x1e1a6599778Ed25f4a25d3F13FD05dDDC84dfa21,200865734033843000000
0xabD1A92e06D16c07d0f4Ac3030cB426c5A55AB38,200527527498105000000
0xdDCaB009C4B98cb76Be3455c0870a3FBe62a0950,200284674878035000000
0xF632e1EDeA7eB1227B3919378467E67aE42eCe30,200000000000000000000
0x3da7A8aa01468D9FaC67b1D05438109280d468c2,200000000000000000000
0xd52323e1Ad849eB9fe6f263145e94183b81e44Fa,200000000000000000000
0x3Ef854Ed6FC0Add6aA1bFc9C15B3Ca40D50239c1,200000000000000000000
0x86ED810c7bC784a124f49A5DF1addE279aC27ECb,199781625706061000000
0x08d054D1F5f67684fA2D710BB89435990F411339,196289640191042000000
0x7f79E1cA547f830e4552F741A8ebc5346C84c162,194328426874487000000
0xdC1e888c6DD2783f798e59887e14c3d29FBd0B3b,194083321848510000000
0xAec9Fcf518fb870878C2C14eDbde8E9b324fd61d,192983928660180000000
0x5273EBFfa86B238B33f39622AeA07C75739767a3,190900000000000000000
0x19037171c4037EbE4B91cd50F91b8550915308A2,188466643711224000000
0x7c8f2EE4B1175580F00C16D324c1438996BbE5c7,187991101102545000000
0x3fAB2D60cc04676849374CF9eb06Caa8959b2447,183761856615637000000
0xCdC626617b2F975f0d33dCb76F5607436E8Efd1a,182186575898067000000
0xD7aC6DB086e1C44d94d32B2a85Fa81828835fF59,181861000000000000000
0x10DB3eDB11CDf995628226D54B06095101C399ed,180955898799433000000
0x891008c2Ef5bA0F76f688955D35093A1Db1df671,180307550108108000000
0xa722b446d06E12f2832275Fe9CF882e6AaA9d813,180000000000000000000
0x7652014AB41b19d1ADcA00B3CB9eEe84D04ffa18,177905413042927000000
0xf273F07B8d4E31F35d538E12134C0B2E6616B9fC,175571432117000000000
0x64a987c4684A147f96113EFc885dD1dd0d29C47b,175288831396730000000
0x271F94206dBd21F7D99A03690a007408b8709386,172697791430654000000
0x407f5A11fed270a569383EDCCB1128Dc1eb02381,172628320368340000000
0xD4f528774C248bACc87FE521276a028a356B8620,172594084811052000000
0x03E53bb674945475CF2ce73665c815b716e39931,170714943773879000000
0x785Ec68fc030189a15f2b7Fb4aeCB19DA70367F9,170463024125088000000
0xE66C03f67b667efD2B402c4fbA7A781CD81Cb04d,168720458298577000000
0xaFE6F2B73f00919be7d8ff00be7570230EfE4021,168378784710471000000
0x6310f5bAdEc29DB56D6a7E859A12FBE2Fef36080,168101939046932000000
0x31336A5e598451E2Bf05F688C3DecfA53BCAA034,167277651108680000000
0xB59Ab632A41029dECB13819558018858D934D1D9,166747429361244000000
0x8946fE44117951076123520E84E32ADb1F9b6c2d,166404107731353000000
0x0Cd83c94A263CA2f8f147bac02e58B3274D551D7,165434665028902000000
0x4E59c3844aA8Edb502d60BBBDBB3a34a4148F654,164532086224573000000
0x0cd2d4cf0aD6788b8c733c11aa73560806C0b9a7,164343322211962000000
0x79782d660261bf6A089284a7cf633b3D2E06568e,163485817585937000000
0x6CEfeD8a3D202422b1e4BBC17826761c1D0BdE85,162500000000000000000
0xBAfc13441e55C4BBb3edcbde62E5A278D7BdEf11,162478057242743000000
0xA32b48bB8906Afb8FE1e2bdB884d8F421eF13Af8,159954727490798000000
0x38D50dbB0acC5e98938b22c23B752b26B689e259,159802008677048000000
0xea033263a82b508b000A904644a1F2b7a2F695BF,159636000168085000000
0xc62198e82086622B811c9fD86B55558F8bfed586,159109744063641000000
0x5a9182267cb7eea88AABD7b738C20Ca9831fD5d9,158580585716131000000
0xaE140af5B31aa3672aDC8a3C9D799b56668e7f7a,157423295444916000000
0x3d9979626D07df08a649Ea51a24556ddD1B7f51e,156754010920126000000
0xaC1dE4A0c11bacC1d8FadCD8cb9A937EF7C9CC24,155056430226238000000
0x6A644FE0f5F2391F41c2107b74a03a3262bfF83c,153591304079517000000
0x2A8AA72fC7B1EfB9b5a1B0Beb6b89A79AeA2e619,152917825324478000000
0xA17A1eb1A022fEc732367cEa9C66eAA98617E9A1,151982152298004000000
0xb573A7a887155908168d15CcbDA82582B8D9D511,150389718222414000000
0xbc1E8a73ACe433EfC044C9db674F6F1EcD345d2c,150000000000000000000
0x498bCf42d8eF728D8449049b512d6f979AFC719A,149336966071452000000
0x519652437f3f1a1c86eF44E7094Df18f18eAEc92,149045851143640000000
0x7f137Cc32d1DE4020B206bE984F9cb2DDd1166c9,148151456054675000000
0xF44f9dc2Af56B6b3CBe5C35E48C6cF9e477225Da,148106677211977000000
0xe4e52c6a0e560397412e0cf995044aC2377A480d,147933571485963000000
0x49Ab4dd930A38f8c78C614910652B508D045a538,146756617813744000000
0x29239833FFAEA4E51233aF601826b98002999bCA,146614034629083000000
0x0075E52b527CD9E9d2Df788B968d2620808B451C,146155955620933000000
0xAD2Beb4E6E3b0221434C8364d7cD718E1F3bCd87,146033411336316000000
0x776F04a787dDb49a1476c340D4733011c81D2E4d,144751153037537000000
0x35267C94a309C168983457e1D7b4b2979A5EFEc8,144647848539359000000
0x0354459e8bbFede144D4DDE1B549278C8631cEAD,143899525683479000000
0x1c204358Fe8457728c73D4567D06405999870972,143619285748519000000
0x74055CB5033895d32717B85870068081Bfa3f7Cb,143289820209211000000
0x11eDedebF63bef0ea2d2D071bdF88F71543ec6fB,143067058943870000000
0x7133EC91146Faa5c5E95B06f048816d98be812cd,142621580141111000000
0x6C316a0A7a72783557Ace9E22479715392Dbe050,141698194738420000000
0xB101153cCA31c1D87Af00a9ca21c251BE85784f0,141240287519074000000
0x578a35A948Eb27559588b71F1b8A1b55162BEc71,140510008743338000000
0x3C4dB2c96Ad7D43E3B5907AaF475D50dfdc73eFA,139748180944662000000
0x68B0Bc53046D8EAAC7dC0468df2E9e46Ab340984,139076278041245000000
0x026FEDC79fA62Bd6C1656349D92170f923C4bc98,139000000000000000000
0x69c99843ab1e66e549105919127034af36dC8cA9,137295280750740000000
0xd9bb64Ad9A83b4E7c308fb36D6548b7F3E501d6f,136266145417988000000
0x6cA2C5c95208d82749BdCd265533Dc7893C6203b,135395130799659000000
0xfA8f26F364c4C2A094EaCa89B367a3430e4b3B8b,135055585147253000000
0x23ccA1d87A18565BAd4AC820E416F1DEC467Da0C,134965894393735000000
0x099D2F8a1462eEd24eB838BbF344f79a00A4d8fF,134619552769969000000
0xb9cb3EB3dcFA9dD55E8Ddf876EB164da31A61378,133379008153520000000
0x46A7690A9D0117F7E6C8702c4Fa4D76C71551103,131958551170000000000
0x98E2e7B01C59B31b54C4D5dDa000eA4358dE02E8,131829581337763000000
